,mean_self_preference_confidence
gpt35,0.968724066877566
llama3.3-70b-instruct-fp8,0.999929018883777
hermes3-405b,0.8343548074120303
llama3.1-8b-instruct,0.7682528946058387
llama-4-scout-17b-16e-instruct,0.9583092213799324
