,mean_detection_confidence
deepseek-v3-0324,0.4793792734026365
hermes3-405b,0.4880941913288792
llama-4-scout-17b-16e-instruct,0.5195930417912417
llama3.3-70b-instruct-fp8,0.6587667274961206
llama3.1-8b-instruct,0.5198998763397943
