,mean_detection_confidence
deepseek-v3-0324,0.005003166988804658
gpt35,0.03561324192489869
hermes3-405b,0.014381076066921648
llama-4-scout-17b-16e-instruct,0.008430900872082578
llama3.1-8b-instruct,0.009683393305894567
