,mean_detection_confidence
gpt4,0.4897858135007209
llama3.3-70b-instruct-fp8,0.6531641433035985
hermes3-405b,0.48385444103462383
deepseek-v3-0324,0.34552687393571324
llama3.1-8b-instruct,0.4913949211912542
llama-4-scout-17b-16e-instruct,0.4055888629597285
