,mean_detection_confidence
gpt35,0.7780231521465867
llama3.3-70b-instruct-fp8,0.9955155875646785
hermes3-405b,0.368042779559558
deepseek-v3-0324,0.5668404820704136
llama3.1-8b-instruct,0.49556325949814983
