,mean_self_preference_confidence
gpt35,0.8607810427730505
llama3.3-70b-instruct-fp8,0.9999838613038171
hermes3-405b,0.5796623669524731
deepseek-v3-0324,0.3678663046352047
llama3.1-8b-instruct,0.6165995562435687
