,self_preference_rate
human,1.0
deepseek-v3-0324,0.4642857142857143
llama-4-scout-17b-16e-instruct,0.2894736842105263
llama3.1-8b-instruct,0.631578947368421
llama3.3-70b-instruct-fp8,0.3333333333333333
