,mean_self_preference_confidence
deepseek-v3-0324,0.42352760601217687
gpt35,0.49226262516146435
hermes3-405b,0.4681962777358313
llama-4-scout-17b-16e-instruct,0.5192695492672101
llama3.3-70b-instruct-fp8,0.8226752240716745
