,self_preference_rate
deepseek-v3-0324,0.35526315789473684
gpt35,0.4927536231884058
hermes3-405b,0.4563758389261745
llama-4-scout-17b-16e-instruct,0.5534351145038168
llama3.3-70b-instruct-fp8,0.9696356275303644
