,detection_accuracy
deepseek-v3-0324,0.3815789473684211
gpt35,0.463768115942029
hermes3-405b,0.42953020134228187
llama-4-scout-17b-16e-instruct,0.5419847328244275
llama3.3-70b-instruct-fp8,0.9757085020242915
