,mean_detection_confidence
deepseek-v3-0324,0.014683510039103643
gpt35,0.04727300197339357
hermes3-405b,0.04871649594150213
llama-4-scout-17b-16e-instruct,0.03365553171377904
llama3.1-8b-instruct,0.05564172303114106
