,self_preference_rate
gpt35,0.754054054054054
hermes3-405b,0.7032967032967034
llama-4-scout-17b-16e-instruct,0.803763440860215
llama3.3-70b-instruct-fp8,0.9982014388489209
llama3.1-8b-instruct,0.8333333333333334
