,self_preference_rate
deepseek-v3-0324,0.44587628865979384
gpt35,0.65311004784689
llama-4-scout-17b-16e-instruct,0.6700507614213198
llama3.3-70b-instruct-fp8,0.9857142857142858
llama3.1-8b-instruct,0.71875
