,detection_accuracy
deepseek-v3-0324,0.4484536082474227
gpt35,0.6555023923444976
llama-4-scout-17b-16e-instruct,0.7106598984771574
llama3.3-70b-instruct-fp8,0.9928571428571429
llama3.1-8b-instruct,0.703125
