,mean_self_preference_confidence
deepseek-v3-0324,0.006618788570155509
gpt35,0.043206354572294665
hermes3-405b,0.02462256438023957
llama-4-scout-17b-16e-instruct,0.022440112078116713
llama3.1-8b-instruct,0.049774770273422
