,mean_detection_confidence
deepseek-v3-0324,0.4445343328774093
hermes3-405b,0.40728019752717265
llama-4-scout-17b-16e-instruct,0.40934015251553124
llama3.3-70b-instruct-fp8,0.6697362375991028
llama3.1-8b-instruct,0.4287338631755137
