,mean_self_preference_confidence
deepseek-v3-0324,0.3909864812884235
hermes3-405b,0.41544010362395895
llama-4-scout-17b-16e-instruct,0.33678288083722835
llama3.3-70b-instruct-fp8,0.8251151069410497
llama3.1-8b-instruct,0.3708355121774174
