,self_preference_rate
deepseek-v3-0324,0.3483606557377049
hermes3-405b,0.3939393939393939
llama-4-scout-17b-16e-instruct,0.2927927927927928
llama3.3-70b-instruct-fp8,0.8952095808383234
llama3.1-8b-instruct,0.3235294117647059
