,self_preference_rate
deepseek-v3-0324,0.6553030303030303
gpt35,0.8362573099415205
hermes3-405b,0.720125786163522
llama-4-scout-17b-16e-instruct,0.5708661417322834
llama3.3-70b-instruct-fp8,0.98
