,mean_detection_confidence
deepseek-v3-0324,0.5597831676734354
gpt35,0.6141246698324248
hermes3-405b,0.5550320749580133
llama-4-scout-17b-16e-instruct,0.48527886292056055
llama3.3-70b-instruct-fp8,0.6598243241380498
