,mean_self_preference_confidence
deepseek-v3-0324,0.5603802017367018
gpt35,0.6894385091709215
hermes3-405b,0.6221983606273213
llama-4-scout-17b-16e-instruct,0.5272072284020632
llama3.3-70b-instruct-fp8,0.8128222703617216
