,mean_self_preference_confidence
llama3.3-70b-instruct-fp8,0.7823113691954393
hermes3-405b,0.4472426204882086
deepseek-v3-0324,0.35400576714016857
llama3.1-8b-instruct,0.41268112419075414
llama-4-scout-17b-16e-instruct,0.2916541757896061
