,mean_self_preference_confidence
deepseek-v3-0324,0.45708696508585117
hermes3-405b,0.47812015860589085
llama-4-scout-17b-16e-instruct,0.5218728105749452
llama3.3-70b-instruct-fp8,0.86369690533018
llama3.1-8b-instruct,0.5172507717650726
