,self_preference_rate
gpt35,0.6842105263157895
llama3.3-70b-instruct-fp8,0.9736842105263158
deepseek-v3-0324,0.15625
llama3.1-8b-instruct,0.5666666666666667
llama-4-scout-17b-16e-instruct,0.45454545454545453
