,mean_self_preference_confidence
gpt35,0.9503914434116391
hermes3-405b,0.8467920328327302
llama-4-scout-17b-16e-instruct,0.8688043159064865
llama3.3-70b-instruct-fp8,0.9999145248419276
llama3.1-8b-instruct,0.792712127330449
