,mean_self_preference_confidence
gpt35,0.003287004605090138
hermes3-405b,5.883487574376497e-07
deepseek-v3-0324,3.0547068642483865e-08
llama3.1-8b-instruct,1.065479493995999e-06
llama-4-scout-17b-16e-instruct,0.00021666796019356832
