,mean_self_preference_confidence
human,0.9930921527130739
hermes3-405b,0.8001199402470061
llama-4-scout-17b-16e-instruct,0.5753890387261686
llama3.1-8b-instruct,0.9171933010178539
llama3.3-70b-instruct-fp8,0.5446315562556637
