,self_preference_rate
human,1.0
hermes3-405b,0.8
llama-4-scout-17b-16e-instruct,0.5769230769230769
llama3.1-8b-instruct,0.9333333333333333
llama3.3-70b-instruct-fp8,0.5416666666666666
