,mean_detection_confidence
human,0.33224659654287525
deepseek-v3-0324,0.8402669243103535
hermes3-405b,0.8885526274806915
llama3.1-8b-instruct,0.8948417762756394
llama3.3-70b-instruct-fp8,0.7095924344024994
