,mean_self_preference_confidence
human,0.9535118331966711
deepseek-v3-0324,0.8143262308913011
hermes3-405b,0.8770254009993872
llama3.1-8b-instruct,0.9016391263232373
llama3.3-70b-instruct-fp8,0.6512669340545391
