,mean_detection_confidence
deepseek-v3-0324,0.4767235236260047
gpt35,0.5881451455299093
hermes3-405b,0.42383333010751134
llama3.3-70b-instruct-fp8,0.965253965082055
llama3.1-8b-instruct,0.5586387483610123
