,mean_self_preference_confidence
deepseek-v3-0324,0.21018176841275144
gpt35,0.6970223012805108
llama-4-scout-17b-16e-instruct,0.34708581332866684
llama3.3-70b-instruct-fp8,0.959728971580255
llama3.1-8b-instruct,0.4382456694163252
