,mean_self_preference_confidence
human,0.9999999964938449
deepseek-v3-0324,0.8570521804029737
hermes3-405b,0.8589804467074125
llama-4-scout-17b-16e-instruct,0.6321460790787021
llama3.1-8b-instruct,0.9091080252218696
