,mean_detection_confidence
gpt35,0.05658289751514312
hermes3-405b,0.00045527973920252027
deepseek-v3-0324,2.4412722071118158e-05
llama3.1-8b-instruct,0.0005274167949392813
llama-4-scout-17b-16e-instruct,0.01420725671076757
