,mean_detection_confidence
human,0.9098743465955116
hermes3-405b,0.815775695803937
llama-4-scout-17b-16e-instruct,0.5644629315465008
llama3.1-8b-instruct,0.8960294595210645
llama3.3-70b-instruct-fp8,0.5615099360880177
