,self_preference_rate
llama3.3-70b-instruct-fp8,0.8076923076923077
hermes3-405b,0.4444444444444444
deepseek-v3-0324,0.3125
llama3.1-8b-instruct,0.3888888888888889
llama-4-scout-17b-16e-instruct,0.3
