,mean_detection_confidence
human,0.9917930514944263
deepseek-v3-0324,0.8257193876846769
hermes3-405b,0.8803608994212645
llama-4-scout-17b-16e-instruct,0.6856194353889181
llama3.1-8b-instruct,0.8985401217707992
