,mean_self_preference_confidence
human,0.9999999972906983
deepseek-v3-0324,0.8570521804029737
hermes3-405b,0.855756489102645
llama-4-scout-17b-16e-instruct,0.6566691850539161
llama3.1-8b-instruct,0.8901483296096226
