,mean_self_preference_confidence
gpt35,0.7275678330739905
llama3.3-70b-instruct-fp8,0.8104580963180913
hermes3-405b,0.5939598814689184
deepseek-v3-0324,0.42204555607995387
llama-4-scout-17b-16e-instruct,0.5150378826238545
