,mean_self_preference_confidence
deepseek-v3-0324,0.3463079339732519
gpt35,0.588078728642646
hermes3-405b,0.4253037866110483
llama3.3-70b-instruct-fp8,0.9878012614337705
llama3.1-8b-instruct,0.49144601184615183
