,mean_self_preference_confidence
deepseek-v3-0324,0.44425375955019014
gpt35,0.8569911745799337
hermes3-405b,0.6471400349277342
llama3.3-70b-instruct-fp8,0.999027875250855
llama3.1-8b-instruct,0.42662332535955233
