,detection_accuracy
deepseek-v3-0324,0.6230769230769231
gpt35,0.8181818181818182
hermes3-405b,0.5284552845528455
llama3.3-70b-instruct-fp8,1.0
llama3.1-8b-instruct,0.36065573770491804
