,mean_detection_confidence
deepseek-v3-0324,0.6078737355623098
gpt35,0.8042709346427768
hermes3-405b,0.5191843641348077
llama3.3-70b-instruct-fp8,0.991257402892527
llama3.1-8b-instruct,0.3774429792647496
